date,zone,lon,lat,wind_speed_knots,wave_height_m,sea_surface_temp_c,visibility_km,precipitation_mm
2024-05-15,Java Sea West,108,-6,14.2,1.39,26.8,3.7,7.6
2024-05-15,Java Sea East,115,-5,8.7,1.6,29.1,10.1,17.5
2024-05-15,Celebes Sea,121,2,13.0,0.77,27.6,15.7,9.4
2024-05-15,Banda Sea,128,-5,3.0,1.45,27.3,9.9,8.9
2024-05-15,Arafura Sea,136,-7,9.8,1.12,26.4,8.9,12.7
2024-05-15,Indian Ocean South,100,-7,8.4,1.35,26.2,8.0,9.5
2024-05-16,Malacca Strait,101,3,5.7,1.46,26.5,11.5,17.8
2024-05-16,South China Sea,110,2,10.4,0.9,26.5,13.1,8.3
2024-05-16,Java Sea West,108,-6,7.8,1.31,29.5,9.1,25.4
2024-05-16,Java Sea East,115,-5,5.7,0.82,27.2,9.0,6.9
2024-05-16,Celebes Sea,121,2,13.4,0.9,29.9,10.7,0
2024-05-16,Banda Sea,128,-5,9.6,1.53,27.9,11.2,0
2024-05-16,Arafura Sea,136,-7,15.0,0.66,28.4,11.6,0
2024-05-16,Indian Ocean South,100,-7,6.3,1.12,26.2,9.7,0
2024-05-17,Malacca Strait,101,3,10.4,1.23,28.2,9.4,13.4
2024-05-17,South China Sea,110,2,8.6,1.98,27.4,9.6,18.3
2024-05-17,Java Sea West,108,-6,12.5,0.97,27.8,9.6,4.2
2024-05-17,Java Sea East,115,-5,14.2,1.32,29.6,8.6,0
2024-05-17,Celebes Sea,121,2,11.9,0.99,29.1,9.3,2.4
2024-05-17,Banda Sea,128,-5,6.0,1.07,27.4,12.2,0
2024-05-17,Arafura Sea,136,-7,10.0,0.48,26.0,3.2,9.4
2024-05-17,Indian Ocean South,100,-7,12.2,1.01,29.7,9.2,7.7
2024-05-18,Malacca Strait,101,3,10.0,0.83,28.0,8.4,9.9
2024-05-18,South China Sea,110,2,12.1,1.56,29.3,5.2,14.8
2024-05-18,Java Sea West,108,-6,6.1,1.05,28.3,8.4,0
2024-05-18,Java Sea East,115,-5,10.4,1.0,28.3,10.5,14.6
2024-05-18,Celebes Sea,121,2,7.1,0.12,28.8,7.8,3.7
2024-05-18,Banda Sea,128,-5,14.2,1.0,29.8,16.7,11.1
2024-05-18,Arafura Sea,136,-7,9.0,2.04,27.9,6.7,15.3
2024-05-18,Indian Ocean South,100,-7,11.0,1.29,27.8,12.0,5.2
2024-05-19,Malacca Strait,101,3,13.2,1.34,29.9,9.0,6.4
2024-05-19,South China Sea,110,2,7.4,1.32,26.4,4.6,6.8
2024-05-19,Java Sea West,108,-6,9.2,1.5,26.4,10.2,12.3
2024-05-19,Java Sea East,115,-5,10.2,0.38,29.1,6.3,0
2024-05-19,Celebes Sea,121,2,11.4,1.32,26.1,7.7,19.3
2024-05-19,Banda Sea,128,-5,11.1,0.74,27.2,9.2,2.9
2024-05-19,Arafura Sea,136,-7,9.9,1.53,26.4,10.0,0
2024-05-19,Indian Ocean South,100,-7,13.3,1.35,29.2,13.0,0
2024-05-20,Malacca Strait,101,3,10.0,1.23,27.3,10.5,8.5
2024-05-20,South China Sea,110,2,10.9,0.66,28.3,8.5,0.3
2024-05-20,Java Sea West,108,-6,7.6,1.46,29.2,12.4,7.6
2024-05-20,Java Sea East,115,-5,9.8,1.31,29.5,10.3,0.5
2024-05-20,Celebes Sea,121,2,9.0,1.1,28.3,9.6,2.5
2024-05-20,Banda Sea,128,-5,12.0,1.22,26.8,12.0,21.7
2024-05-20,Arafura Sea,136,-7,8.9,0.67,29.9,7.8,0.8
2024-05-20,Indian Ocean South,100,-7,8.0,1.36,26.6,4.9,9.0
2024-05-21,Malacca Strait,101,3,10.3,0.98,26.9,8.4,0.8
2024-05-21,South China Sea,110,2,8.5,1.99,26.8,13.7,27.2
2024-05-21,Java Sea West,108,-6,10.9,0.89,27.2,11.4,15.0
2024-05-21,Java Sea East,115,-5,13.0,0.87,26.7,13.6,0
2024-05-21,Celebes Sea,121,2,9.6,1.3,29.4,10.5,4.1
2024-05-21,Banda Sea,128,-5,11.0,0.96,29.7,9.2,10.6
2024-05-21,Arafura Sea,136,-7,18.9,1.03,30.0,14.5,0
2024-05-21,Indian Ocean South,100,-7,13.0,0.67,26.8,7.9,10.4
2024-05-22,Malacca Strait,101,3,10.4,1.67,28.5,11.4,14.2
2024-05-22,South China Sea,110,2,16.2,1.24,29.5,14.7,0
2024-05-22,Java Sea West,108,-6,14.5,1.13,28.7,13.3,8.8
2024-05-22,Java Sea East,115,-5,7.5,1.3,27.9,8.7,12.0
2024-05-22,Celebes Sea,121,2,8.4,1.38,27.6,13.5,0
2024-05-22,Banda Sea,128,-5,9.9,1.55,27.6,7.8,20.7
2024-05-22,Arafura Sea,136,-7,7.6,1.82,26.5,12.8,9.4
2024-05-22,Indian Ocean South,100,-7,5.3,1.36,27.7,7.0,6.7
2024-05-23,Malacca Strait,101,3,9.8,1.18,26.9,8.3,0
2024-05-23,South China Sea,110,2,4.0,1.44,29.1,11.2,3.4
2024-05-23,Java Sea West,108,-6,8.9,1.02,27.3,8.2,18.9
2024-05-23,Java Sea East,115,-5,7.8,0.1,30.0,10.1,0
2024-05-23,Celebes Sea,121,2,9.9,1.34,29.1,7.5,9.6
2024-05-23,Banda Sea,128,-5,6.8,1.39,29.0,11.8,11.5
2024-05-23,Arafura Sea,136,-7,5.3,1.46,29.1,10.2,0
2024-05-23,Indian Ocean South,100,-7,9.1,1.61,29.1,9.3,0
2024-05-24,Malacca Strait,101,3,7.0,1.53,26.5,10.4,4.6
2024-05-24,South China Sea,110,2,9.6,1.73,28.7,5.7,12.9
2024-05-24,Java Sea West,108,-6,15.4,1.14,29.7,14.2,21.2
2024-05-24,Java Sea East,115,-5,6.0,1.06,29.5,12.0,4.3
2024-05-24,Celebes Sea,121,2,10.1,1.36,28.3,3.9,10.1
2024-05-24,Banda Sea,128,-5,7.6,0.86,28.8,8.1,5.4
2024-05-24,Arafura Sea,136,-7,7.8,1.78,28.6,10.9,6.2
2024-05-24,Indian Ocean South,100,-7,12.0,0.7,26.6,12.9,11.4
2024-05-25,Malacca Strait,101,3,15.7,0.69,26.5,10.9,13.2
2024-05-25,South China Sea,110,2,5.2,0.75,28.3,5.4,4.8
2024-05-25,Java Sea West,108,-6,9.8,0.89,27.6,11.3,0
2024-05-25,Java Sea East,115,-5,7.8,1.6,28.9,8.5,21.0
2024-05-25,Celebes Sea,121,2,9.2,1.12,28.5,10.7,0.4
2024-05-25,Banda Sea,128,-5,8.6,1.19,29.6,11.6,14.5
2024-05-25,Arafura Sea,136,-7,10.0,2.16,27.1,8.3,0.2
2024-05-25,Indian Ocean South,100,-7,11.3,1.15,28.0,13.8,4.5
2024-05-26,Malacca Strait,101,3,16.0,1.18,27.3,7.8,6.9
2024-05-26,South China Sea,110,2,14.2,1.37,29.0,6.4,14.0
2024-05-26,Java Sea West,108,-6,12.9,1.13,29.7,7.7,16.8
2024-05-26,Java Sea East,115,-5,7.8,0.79,29.8,13.5,16.4
2024-05-26,Celebes Sea,121,2,12.7,0.95,27.2,7.1,3.3
2024-05-26,Banda Sea,128,-5,7.5,1.26,27.4,10.2,7.1
2024-05-26,Arafura Sea,136,-7,8.8,0.43,29.2,7.0,0
2024-05-26,Indian Ocean South,100,-7,11.2,1.2,26.0,10.7,0
2024-05-27,Malacca Strait,101,3,11.8,1.23,27.7,12.7,4.5
2024-05-27,South China Sea,110,2,9.9,1.95,29.2,10.9,0.8
2024-05-27,Java Sea West,108,-6,10.8,1.3,28.2,10.8,10.1
2024-05-27,Java Sea East,115,-5,11.7,1.69,27.4,11.4,12.2
2024-05-27,Celebes Sea,121,2,8.2,1.14,29.3,8.3,0
2024-05-27,Banda Sea,128,-5,7.0,1.36,29.9,13.0,10.9
2024-05-27,Arafura Sea,136,-7,15.6,2.15,28.4,14.6,3.6
2024-05-27,Indian Ocean South,100,-7,9.8,1.33,28.5,12.0,0.3
2024-05-28,Malacca Strait,101,3,9.3,1.54,28.3,6.8,12.7
2024-05-28,South China Sea,110,2,11.1,1.25,28.5,12.1,0.8
2024-05-28,Java Sea West,108,-6,10.2,1.33,27.5,9.5,9.4
2024-05-28,Java Sea East,115,-5,12.4,0.64,29.8,9.8,0
2024-05-28,Celebes Sea,121,2,9.4,0.95,29.9,8.5,0
2024-05-28,Banda Sea,128,-5,7.0,1.67,28.2,13.7,0
2024-05-28,Arafura Sea,136,-7,8.2,0.95,27.5,8.6,12.8
2024-05-28,Indian Ocean South,100,-7,9.8,1.58,28.5,11.3,9.2
2024-05-29,Malacca Strait,101,3,11.8,0.67,26.9,14.3,11.1
2024-05-29,South China Sea,110,2,9.3,1.56,27.0,9.3,13.5
2024-05-29,Java Sea West,108,-6,10.8,0.9,29.9,8.5,7.9
2024-05-29,Java Sea East,115,-5,9.3,0.7,29.3,10.2,3.5
2024-05-29,Celebes Sea,121,2,9.9,0.81,28.4,12.8,15.6
2024-05-29,Banda Sea,128,-5,6.2,1.25,28.4,11.5,6.9
2024-05-29,Arafura Sea,136,-7,10.1,0.97,28.0,9.5,0
2024-05-29,Indian Ocean South,100,-7,14.6,1.5,28.0,7.5,0
2024-05-30,Malacca Strait,101,3,12.2,0.69,28.3,11.1,13.0
2024-05-30,South China Sea,110,2,8.4,1.18,28.0,8.3,0
2024-05-30,Java Sea West,108,-6,10.4,1.32,26.1,11.6,0
2024-05-30,Java Sea East,115,-5,9.3,1.17,27.8,9.0,0
2024-05-30,Celebes Sea,121,2,10.7,1.52,29.1,5.9,0
2024-05-30,Banda Sea,128,-5,12.5,1.06,26.8,5.0,12.0
2024-05-30,Arafura Sea,136,-7,13.3,0.95,27.5,8.9,12.7
2024-05-30,Indian Ocean South,100,-7,15.1,1.61,29.1,9.1,8.7
2024-05-31,Malacca Strait,101,3,8.9,1.7,29.9,10.1,4.6
2024-05-31,South China Sea,110,2,4.0,1.29,28.9,11.4,11.8
2024-05-31,Java Sea West,108,-6,13.8,1.62,27.8,10.8,0.3
2024-05-31,Java Sea East,115,-5,8.4,0.71,29.6,6.5,11.1
2024-05-31,Celebes Sea,121,2,11.8,1.71,27.5,9.5,12.2
2024-05-31,Banda Sea,128,-5,9.7,1.06,26.2,10.0,4.0
2024-05-31,Arafura Sea,136,-7,13.3,1.8,26.0,3.0,0
2024-05-31,Indian Ocean South,100,-7,8.4,1.59,27.7,5.7,17.2
2024-06-01,Malacca Strait,101,3,21.1,1.86,27.5,12.6,7.6
2024-06-01,South China Sea,110,2,9.2,1.42,28.9,11.3,2.2
2024-06-01,Java Sea West,108,-6,14.2,2.53,29.3,7.2,13.2
2024-06-01,Java Sea East,115,-5,13.6,1.78,29.9,15.3,1.1
2024-06-01,Celebes Sea,121,2,17.3,1.71,27.3,6.1,8.7
2024-06-01,Banda Sea,128,-5,16.8,1.97,29.7,18.0,0
2024-06-01,Arafura Sea,136,-7,16.0,1.86,26.8,12.3,12.6
2024-06-01,Indian Ocean South,100,-7,13.3,2.05,29.2,8.6,16.3
2024-06-02,Malacca Strait,101,3,16.4,2.36,26.5,8.8,0
2024-06-02,South China Sea,110,2,12.4,1.84,27.7,9.6,0.4
2024-06-02,Java Sea West,108,-6,16.9,1.89,27.0,3.7,7.5
2024-06-02,Java Sea East,115,-5,7.9,1.23,26.4,7.8,0
2024-06-02,Celebes Sea,121,2,13.2,1.71,27.5,9.0,0
2024-06-02,Banda Sea,128,-5,8.4,1.62,29.2,10.2,8.9
2024-06-02,Arafura Sea,136,-7,12.0,0.58,29.0,12.1,10.1
2024-06-02,Indian Ocean South,100,-7,16.1,2.15,26.2,4.3,1.6
2024-06-03,Malacca Strait,101,3,13.9,1.86,29.2,6.0,3.7
2024-06-03,South China Sea,110,2,9.9,1.52,26.6,15.4,0
2024-06-03,Java Sea West,108,-6,13.1,1.56,28.7,11.5,0
2024-06-03,Java Sea East,115,-5,16.5,1.5,30.0,9.1,0
2024-06-03,Celebes Sea,121,2,15.3,1.42,29.9,7.2,18.0
2024-06-03,Banda Sea,128,-5,14.8,1.5,26.2,11.2,1.2
2024-06-03,Arafura Sea,136,-7,18.8,1.55,29.4,13.8,4.4
2024-06-03,Indian Ocean South,100,-7,18.7,1.85,27.6,7.6,3.9
2024-06-04,Malacca Strait,101,3,17.3,1.16,26.5,10.1,0
2024-06-04,South China Sea,110,2,15.2,1.73,26.7,13.0,14.4
2024-06-04,Java Sea West,108,-6,14.4,1.83,28.9,14.8,5.7
2024-06-04,Java Sea East,115,-5,16.6,1.87,29.8,4.8,11.8
2024-06-04,Celebes Sea,121,2,18.5,1.27,26.2,14.3,3.6
2024-06-04,Banda Sea,128,-5,12.8,1.95,26.1,10.2,14.2
2024-06-04,Arafura Sea,136,-7,13.8,1.92,28.8,11.2,0
2024-06-04,Indian Ocean South,100,-7,14.5,1.87,28.6,9.0,8.0
2024-06-05,Malacca Strait,101,3,10.7,1.38,26.1,6.5,0.4
2024-06-05,South China Sea,110,2,13.9,1.76,27.9,8.0,0
2024-06-05,Java Sea West,108,-6,20.9,1.55,29.2,12.2,18.4
2024-06-05,Java Sea East,115,-5,6.8,1.63,28.0,6.1,3.7
2024-06-05,Celebes Sea,121,2,19.1,2.34,29.9,11.5,2.0
2024-06-05,Banda Sea,128,-5,9.9,1.2,26.5,11.4,8.9
2024-06-05,Arafura Sea,136,-7,13.3,1.7,29.9,7.2,4.7
2024-06-05,Indian Ocean South,100,-7,14.8,1.62,27.2,13.4,1.8
2024-06-06,Malacca Strait,101,3,12.2,1.99,28.8,1.3,1.7
2024-06-06,South China Sea,110,2,14.1,1.87,29.3,10.2,10.1
2024-06-06,Java Sea West,108,-6,17.4,1.92,26.9,9.0,8.2
2024-06-06,Java Sea East,115,-5,15.0,1.57,29.6,9.0,7.0
2024-06-06,Celebes Sea,121,2,12.0,1.28,26.3,8.9,0
2024-06-06,Banda Sea,128,-5,12.4,1.71,29.3,7.5,0
2024-06-06,Arafura Sea,136,-7,12.1,2.22,28.4,11.4,6.9
2024-06-06,Indian Ocean South,100,-7,16.5,1.92,27.5,8.8,10.5
2024-06-07,Malacca Strait,101,3,19.3,1.44,29.9,9.0,7.6
2024-06-07,South China Sea,110,2,16.3,1.12,29.3,6.3,5.6
2024-06-07,Java Sea West,108,-6,11.6,1.93,29.6,13.5,22.0
2024-06-07,Java Sea East,115,-5,13.5,0.76,28.1,5.2,0
2024-06-07,Celebes Sea,121,2,18.0,1.35,26.6,12.1,10.6
2024-06-07,Banda Sea,128,-5,14.4,0.45,28.8,10.0,16.0
2024-06-07,Arafura Sea,136,-7,20.9,1.34,28.0,9.5,13.3
2024-06-07,Indian Ocean South,100,-7,17.7,1.85,29.4,12.9,2.4
2024-06-08,Malacca Strait,101,3,17.8,1.52,29.8,10.5,7.4
2024-06-08,South China Sea,110,2,9.6,1.78,29.8,6.8,9.4
2024-06-08,Java Sea West,108,-6,5.1,1.58,29.6,9.0,0
2024-06-08,Java Sea East,115,-5,15.0,1.64,28.8,10.0,0
2024-06-08,Celebes Sea,121,2,18.4,1.6,28.1,6.8,0
2024-06-08,Banda Sea,128,-5,19.5,1.63,26.9,15.1,12.0
2024-06-08,Arafura Sea,136,-7,12.0,2.29,27.5,15.0,16.6
2024-06-08,Indian Ocean South,100,-7,13.4,1.59,27.2,9.4,10.3
2024-06-09,Malacca Strait,101,3,16.2,2.02,29.7,6.5,0
2024-06-09,South China Sea,110,2,9.6,1.43,27.4,8.0,0.3
2024-06-09,Java Sea West,108,-6,15.3,1.08,27.4,12.8,10.5
2024-06-09,Java Sea East,115,-5,13.3,1.84,27.9,12.5,14.7
2024-06-09,Celebes Sea,121,2,12.2,1.9,26.7,10.5,1.4
2024-06-09,Banda Sea,128,-5,15.7,2.28,27.7,6.2,17.5
2024-06-09,Arafura Sea,136,-7,15.9,1.46,29.0,11.4,2.2
2024-06-09,Indian Ocean South,100,-7,11.8,1.48,27.7,4.9,0.6
2024-06-10,Malacca Strait,101,3,16.1,0.91,28.0,15.1,0
2024-06-10,South China Sea,110,2,14.4,1.35,26.6,4.9,5.0
2024-06-10,Java Sea West,108,-6,8.7,2.57,28.9,7.7,7.7
2024-06-10,Java Sea East,115,-5,14.5,2.13,28.0,10.0,18.6
2024-06-10,Celebes Sea,121,2,16.4,2.75,26.8,8.5,0
2024-06-10,Banda Sea,128,-5,19.4,2.56,28.4,8.6,0.7
2024-06-10,Arafura Sea,136,-7,19.6,1.2,27.7,9.0,2.7
2024-06-10,Indian Ocean South,100,-7,10.8,2.01,26.9,8.2,12.8
2024-06-11,Malacca Strait,101,3,13.8,2.07,27.1,8.1,11.7
2024-06-11,South China Sea,110,2,14.5,1.27,29.0,10.8,13.8
2024-06-11,Java Sea West,108,-6,19.4,1.97,27.5,9.5,8.4
2024-06-11,Java Sea East,115,-5,13.8,1.55,29.0,6.6,15.6
2024-06-11,Celebes Sea,121,2,13.4,1.4,27.5,11.2,2.2
2024-06-11,Banda Sea,128,-5,10.1,0.98,28.6,11.7,16.6
2024-06-11,Arafura Sea,136,-7,14.0,1.2,28.9,12.0,4.7
2024-06-11,Indian Ocean South,100,-7,17.0,1.6,27.0,14.2,0
2024-06-12,Malacca Strait,101,3,19.1,1.97,28.9,11.0,3.4
2024-06-12,South China Sea,110,2,13.5,2.13,28.4,9.5,1.0
2024-06-12,Java Sea West,108,-6,13.5,1.32,29.0,6.4,12.3
2024-06-12,Java Sea East,115,-5,18.9,2.6,27.5,10.6,0
2024-06-12,Celebes Sea,121,2,14.5,1.56,28.8,13.8,0
2024-06-12,Banda Sea,128,-5,11.8,1.87,26.9,9.0,0
2024-06-12,Arafura Sea,136,-7,12.9,1.33,26.6,15.1,0
2024-06-12,Indian Ocean South,100,-7,11.9,1.81,29.3,9.8,4.9
2024-06-13,Malacca Strait,101,3,12.9,1.9,28.8,5.4,1.1
2024-06-13,South China Sea,110,2,13.6,1.9,29.3,10.9,0
2024-06-13,Java Sea West,108,-6,20.5,1.31,29.9,10.9,0
2024-06-13,Java Sea East,115,-5,9.3,2.24,29.5,7.5,0
2024-06-13,Celebes Sea,121,2,15.6,1.81,29.2,10.0,0.3
2024-06-13,Banda Sea,128,-5,8.8,2.4,26.4,10.8,9.7
2024-06-13,Arafura Sea,136,-7,11.5,1.42,28.6,11.8,5.6
2024-06-13,Indian Ocean South,100,-7,12.0,1.52,26.3,10.2,22.5
2024-06-14,Malacca Strait,101,3,12.1,1.22,29.2,7.7,0.3
2024-06-14,South China Sea,110,2,12.5,1.6,26.2,10.0,8.3
2024-06-14,Java Sea West,108,-6,20.5,1.89,29.8,13.8,13.1
2024-06-14,Java Sea East,115,-5,14.7,2.24,28.3,8.3,6.6
2024-06-14,Celebes Sea,121,2,18.0,1.51,28.5,14.0,15.4
2024-06-14,Banda Sea,128,-5,6.8,1.46,26.6,10.6,4.1
2024-06-14,Arafura Sea,136,-7,12.9,1.17,29.5,5.3,16.0
2024-06-14,Indian Ocean South,100,-7,16.8,1.44,26.4,12.7,2.9
2024-06-15,Malacca Strait,101,3,21.1,1.01,29.6,8.5,1.9
2024-06-15,South China Sea,110,2,13.9,1.64,28.7,8.2,19.0
2024-06-15,Java Sea West,108,-6,17.6,1.08,29.7,11.8,0
2024-06-15,Java Sea East,115,-5,13.9,1.13,28.6,8.7,12.2
2024-06-15,Celebes Sea,121,2,14.5,2.0,28.3,12.3,3.4
2024-06-15,Banda Sea,128,-5,13.7,2.46,27.3,5.9,10.7
2024-06-15,Arafura Sea,136,-7,11.4,2.46,28.6,10.1,13.3
2024-06-15,Indian Ocean South,100,-7,9.0,1.62,27.5,7.3,0.9
2024-06-16,Malacca Strait,101,3,14.8,1.43,26.9,19.6,5.5
2024-06-16,South China Sea,110,2,18.6,1.58,26.2,6.6,17.6
2024-06-16,Java Sea West,108,-6,15.9,2.18,29.4,16.5,1.9
2024-06-16,Java Sea East,115,-5,14.7,2.08,29.8,9.2,0
2024-06-16,Celebes Sea,121,2,8.9,2.5,28.7,15.1,11.8
2024-06-16,Banda Sea,128,-5,15.5,1.32,26.3,5.0,0
2024-06-16,Arafura Sea,136,-7,12.5,0.88,28.8,9.1,12.8
2024-06-16,Indian Ocean South,100,-7,12.9,1.75,26.6,10.6,3.6
2024-06-17,Malacca Strait,101,3,21.4,1.74,28.7,12.7,0
2024-06-17,South China Sea,110,2,11.4,2.11,27.7,14.5,22.9
2024-06-17,Java Sea West,108,-6,16.1,2.32,28.5,10.4,10.0
2024-06-17,Java Sea East,115,-5,18.7,1.3,27.9,8.3,15.6
2024-06-17,Celebes Sea,121,2,17.6,0.96,26.8,10.9,7.0
2024-06-17,Banda Sea,128,-5,17.4,2.09,28.2,13.7,9.3
2024-06-17,Arafura Sea,136,-7,11.7,1.37,26.1,9.0,26.8
2024-06-17,Indian Ocean South,100,-7,15.1,1.67,27.3,10.4,4.6
2024-06-18,Malacca Strait,101,3,12.2,1.6,29.0,8.8,0
2024-06-18,South China Sea,110,2,11.4,1.57,26.4,10.6,0.7
2024-06-18,Java Sea West,108,-6,9.9,1.28,27.2,11.9,12.3
2024-06-18,Java Sea East,115,-5,15.2,0.68,29.2,7.1,0
2024-06-18,Celebes Sea,121,2,8.0,2.11,28.6,12.5,1.9
2024-06-18,Banda Sea,128,-5,12.2,1.99,27.7,14.0,0
2024-06-18,Arafura Sea,136,-7,13.0,1.33,26.6,7.6,0
2024-06-18,Indian Ocean South,100,-7,18.6,1.07,29.9,10.3,1.6
2024-06-19,Malacca Strait,101,3,14.1,1.44,27.1,9.2,7.6
2024-06-19,South China Sea,110,2,12.7,2.31,27.0,13.1,0
2024-06-19,Java Sea West,108,-6,11.9,1.29,29.4,5.2,14.2
2024-06-19,Java Sea East,115,-5,12.7,1.76,29.8,6.8,13.6
2024-06-19,Celebes Sea,121,2,17.8,1.14,28.5,6.9,0
2024-06-19,Banda Sea,128,-5,19.1,2.05,27.2,11.7,11.8
2024-06-19,Arafura Sea,136,-7,11.1,1.62,27.9,6.0,0
2024-06-19,Indian Ocean South,100,-7,13.6,0.62,29.7,10.2,0
2024-06-20,Malacca Strait,101,3,17.1,1.51,28.8,7.6,6.0
2024-06-20,South China Sea,110,2,8.0,1.44,27.3,14.0,7.1
2024-06-20,Java Sea West,108,-6,11.9,2.38,27.9,15.7,10.4
2024-06-20,Java Sea East,115,-5,16.2,2.31,26.3,12.8,8.4
2024-06-20,Celebes Sea,121,2,16.0,1.65,28.7,9.7,20.0
2024-06-20,Banda Sea,128,-5,9.7,2.52,26.7,8.2,11.8
2024-06-20,Arafura Sea,136,-7,16.8,2.28,27.4,9.0,0
2024-06-20,Indian Ocean South,100,-7,11.1,1.91,28.7,8.0,0.3
2024-06-21,Malacca Strait,101,3,16.7,1.65,27.3,11.9,12.2
2024-06-21,South China Sea,110,2,18.7,2.58,27.6,9.7,4.9
2024-06-21,Java Sea West,108,-6,16.6,2.27,29.9,11.7,8.2
2024-06-21,Java Sea East,115,-5,15.2,1.57,27.5,5.7,21.1
2024-06-21,Celebes Sea,121,2,22.3,1.83,26.1,12.8,0
2024-06-21,Banda Sea,128,-5,14.4,1.63,27.6,7.8,13.0
2024-06-21,Arafura Sea,136,-7,16.0,2.09,27.7,11.8,14.6
2024-06-21,Indian Ocean South,100,-7,17.3,1.2,27.7,9.1,15.9
2024-06-22,Malacca Strait,101,3,22.1,2.04,26.4,7.6,0
2024-06-22,South China Sea,110,2,14.1,1.01,26.4,6.3,8.6
2024-06-22,Java Sea West,108,-6,10.3,1.59,27.8,8.5,8.6
2024-06-22,Java Sea East,115,-5,20.9,1.19,27.7,12.0,0
2024-06-22,Celebes Sea,121,2,14.2,1.36,27.1,11.7,0.7
2024-06-22,Banda Sea,128,-5,14.3,2.11,29.6,9.5,5.7
2024-06-22,Arafura Sea,136,-7,15.0,1.07,28.4,6.1,22.4
2024-06-22,Indian Ocean South,100,-7,18.9,1.41,28.6,12.6,0
2024-06-23,Malacca Strait,101,3,9.5,0.71,26.7,13.0,0
2024-06-23,South China Sea,110,2,15.3,0.96,28.5,11.2,0
2024-06-23,Java Sea West,108,-6,8.2,1.22,26.8,12.7,9.7
2024-06-23,Java Sea East,115,-5,19.8,1.88,29.7,12.6,8.7
2024-06-23,Celebes Sea,121,2,11.7,1.45,27.4,10.4,22.1
2024-06-23,Banda Sea,128,-5,13.6,2.26,29.1,10.6,0
2024-06-23,Arafura Sea,136,-7,10.4,1.83,28.3,12.6,10.4
2024-06-23,Indian Ocean South,100,-7,13.7,1.93,26.4,7.2,5.3
2024-06-24,Malacca Strait,101,3,15.6,1.59,26.3,11.2,4.2
2024-06-24,South China Sea,110,2,12.9,2.18,29.2,10.2,6.0
2024-06-24,Java Sea West,108,-6,12.3,1.72,29.9,13.4,4.6
2024-06-24,Java Sea East,115,-5,17.8,2.16,29.7,10.3,6.8
2024-06-24,Celebes Sea,121,2,15.6,2.2,26.5,10.6,12.0
2024-06-24,Banda Sea,128,-5,15.3,1.84,27.9,12.7,2.9
2024-06-24,Arafura Sea,136,-7,14.7,1.14,28.1,8.4,8.1
2024-06-24,Indian Ocean South,100,-7,14.7,1.73,27.6,5.6,0
2024-06-25,Malacca Strait,101,3,16.9,1.89,29.5,5.6,11.1
2024-06-25,South China Sea,110,2,13.6,1.62,28.3,7.0,13.1
2024-06-25,Java Sea West,108,-6,15.8,1.44,28.3,8.5,19.4
2024-06-25,Java Sea East,115,-5,14.8,2.22,26.7,7.7,17.7
2024-06-25,Celebes Sea,121,2,12.2,1.03,29.1,11.9,9.9
2024-06-25,Banda Sea,128,-5,6.8,1.64,29.6,7.3,2.0
2024-06-25,Arafura Sea,136,-7,16.9,1.87,28.4,14.4,0
2024-06-25,Indian Ocean South,100,-7,7.9,2.33,27.3,9.2,9.8
2024-06-26,Malacca Strait,101,3,19.1,1.68,26.5,11.3,11.3
2024-06-26,South China Sea,110,2,13.0,2.2,29.4,16.6,3.7
2024-06-26,Java Sea West,108,-6,8.2,2.41,29.7,14.2,7.8
2024-06-26,Java Sea East,115,-5,13.9,0.84,27.1,10.1,0
2024-06-26,Celebes Sea,121,2,12.5,1.32,28.8,4.4,9.4
2024-06-26,Banda Sea,128,-5,13.9,1.62,26.1,10.4,5.3
2024-06-26,Arafura Sea,136,-7,11.3,1.23,26.7,12.3,21.1
2024-06-26,Indian Ocean South,100,-7,20.8,2.06,29.5,9.7,19.0
2024-06-27,Malacca Strait,101,3,14.9,2.27,28.5,10.9,0
2024-06-27,South China Sea,110,2,11.3,1.38,29.4,10.1,0
2024-06-27,Java Sea West,108,-6,15.4,1.66,28.1,6.1,0
2024-06-27,Java Sea East,115,-5,16.6,1.31,27.1,9.6,8.2
2024-06-27,Celebes Sea,121,2,12.2,1.66,26.8,17.1,15.1
2024-06-27,Banda Sea,128,-5,13.5,1.75,26.8,11.6,8.3
2024-06-27,Arafura Sea,136,-7,18.1,1.33,27.2,8.3,6.3
2024-06-27,Indian Ocean South,100,-7,15.1,2.39,29.9,12.4,0
2024-06-28,Malacca Strait,101,3,15.6,1.56,27.2,13.0,0
2024-06-28,South China Sea,110,2,12.7,1.85,29.6,10.3,6.8
2024-06-28,Java Sea West,108,-6,14.6,2.34,26.3,8.4,6.9
2024-06-28,Java Sea East,115,-5,16.8,1.79,26.4,7.1,0
2024-06-28,Celebes Sea,121,2,10.8,1.73,28.1,6.8,5.3
2024-06-28,Banda Sea,128,-5,17.4,1.79,26.2,12.3,6.4
2024-06-28,Arafura Sea,136,-7,12.9,1.71,28.9,8.9,7.3
2024-06-28,Indian Ocean South,100,-7,15.4,2.28,29.1,8.6,10.4
2024-06-29,Malacca Strait,101,3,17.9,2.13,28.8,7.5,6.0
2024-06-29,South China Sea,110,2,16.1,1.54,26.7,11.3,2.4
2024-06-29,Java Sea West,108,-6,11.1,1.84,27.1,14.0,10.6
